gene ID,log2FC,p-value
CGI_10027445,2.397631956,5.44786E-70
CGI_10015030,1.708578017,5.72902E-70
CGI_10003300,2.504771567,7.34498E-70
CGI_10002382,2.0146525,2.42291E-68
CGI_10014506,1.726333441,2.55947E-67
CGI_10016596,2.466017349,1.32116E-66
CGI_10012135,2.923488837,3.23313E-64
CGI_10021010,2.106611237,5.52102E-64
CGI_10016209,1.646224312,1.42187E-63
CGI_10007265,1.376935954,5.00314E-63
CGI_10007066,3.728705384,6.30202E-63
CGI_10016992,2.41427293,3.21132E-62
CGI_10007361,2.108891099,2.22106E-61
CGI_10024671,2.083419017,3.31045E-61
CGI_10027442,1.8462906,3.83102E-61
CGI_10013879,2.306639674,9.99601E-61
CGI_10010773,2.304648705,2.73682E-60
CGI_10005871,2.400228922,7.14208E-60
CGI_10010612,1.473589319,8.24516E-60
CGI_10005182,1.616635155,1.33434E-59
CGI_10000860,3.635849687,1.77577E-59
CGI_10026986,2.210415872,2.42538E-59
CGI_10027911,2.100544002,3.29646E-59
CGI_10006931,3.426496094,7.91658E-59
CGI_10001246,2.736467721,5.0032E-58
CGI_10023414,1.872473731,3.67777E-57
CGI_10006224,2.264048446,6.34765E-57
CGI_10024620,1.634556103,3.50197E-56
CGI_10002181,1.76522368,6.25763E-56
CGI_10010046,2.192651194,1.0789E-55
CGI_10007976,1.592932949,1.80917E-55
CGI_10013044,1.880646356,6.17737E-55
CGI_10027484,1.494119004,3.17231E-54
CGI_10027111,2.725399614,7.18524E-54
CGI_10015429,2.251294928,5.36682E-53
CGI_10012759,1.853235281,1.67143E-52
CGI_10006196,1.433341608,2.27983E-52
CGI_10020678,1.308559533,6.9583E-52
CGI_10022697,1.473106053,1.20586E-51
CGI_10028439,1.433387003,6.78469E-51
CGI_10025980,2.045400596,2.06322E-50
CGI_10024628,1.402040523,2.63754E-50
CGI_10016615,3.726878777,2.85929E-50
CGI_10023358,1.325344521,4.40814E-50
CGI_10012337,2.003622359,1.54587E-49
CGI_10006729,2.117616138,3.34888E-48
CGI_10027907,1.83226587,2.45413E-47
CGI_10014533,2.774469739,3.42857E-47
CGI_10024492,1.374469749,3.90454E-47
CGI_10020677,1.203747046,1.29906E-46
CGI_10022693,2.336009078,1.57784E-46
CGI_10018475,2.204743307,1.78521E-46
CGI_10024808,2.862359487,4.39813E-46
CGI_10014180,1.56224906,6.67856E-46
CGI_10007364,2.129157861,2.06909E-45
CGI_10005710,1.813269888,2.72412E-45
CGI_10010759,1.337085727,9.1711E-44
CGI_10001591,1.473692362,1.55796E-43
CGI_10010457,1.480307578,2.1516E-43
CGI_10006439,1.59307522,4.3688E-43
CGI_10017630,1.469669506,1.09844E-42
CGI_10009255,1.296949446,1.50589E-42
CGI_10022210,1.904771427,1.62474E-42
CGI_10018436,1.326724525,2.3821E-42
CGI_10009399,1.714832154,2.80722E-42
CGI_10005874,2.538431187,3.33072E-42
CGI_10026220,1.203300601,3.89395E-41
CGI_10013925,2.277721364,9.44421E-41
CGI_10004124,1.597806276,1.18926E-40
CGI_10027444,2.46785715,2.59355E-40
CGI_10007952,1.385560798,5.43959E-40
CGI_10006476,1.4399678,4.56923E-39
CGI_10005872,2.5126273,5.95477E-39
CGI_10019948,2.484076588,2.14841E-38
CGI_10009892,1.62924747,5.2092E-38
CGI_10022450,1.26112485,9.32652E-38
CGI_10026441,1.169831499,2.95365E-37
CGI_10008681,1.201549661,5.31424E-37
CGI_10012437,1.417773807,6.06849E-37
CGI_10019155,1.880045418,1.77726E-36
CGI_10019154,2.311511289,1.86791E-36
CGI_10010458,1.393190946,6.62942E-36
CGI_10006204,1.322299886,7.27345E-36
CGI_10011217,3.118456271,1.91428E-35
CGI_10001977,2.163568415,1.99084E-35
CGI_10023972,1.933087089,2.73484E-35
CGI_10003525,2.048945419,4.02616E-35
CGI_10013524,1.528629516,7.05673E-35
CGI_10018787,1.789406489,1.56193E-34
CGI_10023425,2.060472943,3.06492E-34
CGI_10013790,1.438105715,6.43077E-34
CGI_10010191,1.557285477,1.0817E-33
CGI_10010189,1.062856662,1.95511E-33
CGI_10009621,1.290971998,4.57077E-33
CGI_10009891,1.789080759,1.39397E-32
CGI_10002191,1.585251774,1.63611E-32
CGI_10025089,1.837449427,2.08187E-32
CGI_10006925,1.231283977,2.10269E-32
CGI_10005133,1.007814744,7.1559E-32
CGI_10016055,1.278950217,9.94914E-32
CGI_10008839,1.448825599,2.09191E-31
CGI_10010088,1.604176185,4.11113E-31
CGI_10020752,1.657192019,4.13575E-31
CGI_10013604,1.054842541,4.97174E-31
CGI_10022585,2.04408674,9.82134E-31
CGI_10014040,1.042475664,1.1164E-30
CGI_10026316,0.867099499,1.14227E-29
CGI_10000225,2.172734174,2.02081E-29
CGI_10000241,1.992727035,5.19062E-29
CGI_10028418,2.821847671,8.18217E-29
CGI_10022144,1.333235938,8.55283E-29
CGI_10016056,1.182575006,1.47597E-28
CGI_10011157,1.490181618,1.6345E-28
CGI_10014532,2.188379386,1.72978E-28
CGI_10018909,1.475481904,2.0473E-28
CGI_10027276,1.185449245,3.50331E-28
CGI_10005004,1.453924481,3.96854E-28
CGI_10026717,2.589799903,4.81039E-28
CGI_10002570,2.640399499,7.28168E-28
CGI_10018147,1.68393439,1.02468E-27
CGI_10020847,1.017895227,1.57708E-27
CGI_10005110,1.477595387,1.74662E-27
CGI_10023394,0.974645525,2.04188E-27
CGI_10012305,1.750486821,2.20854E-27
CGI_10025090,1.596119855,2.24178E-27
CGI_10007399,1.006449432,2.51328E-27
CGI_10000338,1.551590749,2.87195E-27
CGI_10019977,1.268155759,2.92648E-27
CGI_10002014,2.480724038,4.08496E-27
CGI_10021602,1.196611338,5.19423E-27
CGI_10019673,1.53631932,5.61021E-27
CGI_10007981,2.016113032,1.27938E-26
CGI_10019576,1.740707969,1.458E-26
CGI_10023950,1.023846394,1.52468E-26
CGI_10004837,1.810110177,1.78322E-26
CGI_10013720,1.227432089,2.24542E-26
CGI_10023375,1.07298441,2.38836E-26
CGI_10009620,1.812062941,3.57213E-26
CGI_10026933,1.298272072,3.80412E-26
CGI_10022834,1.304820027,8.67763E-26
CGI_10024294,1.467973593,9.00666E-26
CGI_10028419,2.155062858,9.77002E-26
CGI_10007977,1.400002639,1.0867E-25
CGI_10007173,1.61008019,1.73433E-25
CGI_10006232,2.054417999,1.97691E-25
CGI_10010192,1.120009596,2.40107E-25
CGI_10027453,1.395411908,3.28698E-25
CGI_10020681,0.960776358,4.71864E-25
CGI_10013040,1.026581763,5.26758E-25
CGI_10004709,1.654064228,7.47146E-25
CGI_10012482,1.44631035,7.92719E-25
CGI_10016524,1.21536333,8.39815E-25
CGI_10019895,1.718504786,9.83462E-25
CGI_10016399,1.47737863,1.09865E-24
CGI_10024733,1.116530731,1.19801E-24
CGI_10001635,1.911035082,1.32647E-24
CGI_10019897,1.764988978,1.64824E-24
CGI_10022586,1.53852654,1.71853E-24
CGI_10027154,1.542535593,2.20742E-24
CGI_10018142,1.01113719,2.22279E-24
CGI_10003079,1.154106567,2.80836E-24
CGI_10015189,0.981625181,3.60025E-24
CGI_10026128,0.979169402,4.68113E-24
CGI_10016208,1.717231001,5.59817E-24
CGI_10028125,0.875475307,5.66749E-24
CGI_10023396,1.446751576,6.75657E-24
CGI_10002917,0.881613927,8.26803E-24
CGI_10018753,1.442010025,2.64133E-23
CGI_10007683,1.228962566,3.28734E-23
CGI_10007405,1.695483604,3.39025E-23
CGI_10005050,1.505829608,3.72583E-23
CGI_10016057,1.271353366,3.8694E-23
CGI_10010774,2.23863428,7.37122E-23
CGI_10012998,1.433276385,1.00558E-22
CGI_10001187,1.211661791,1.37657E-22
CGI_10011562,0.87980592,1.57526E-22
CGI_10020646,1.036820257,2.33217E-22
CGI_10004656,1.122521328,3.01089E-22
CGI_10020159,1.342370043,4.46387E-22
CGI_10022970,1.059508021,6.83809E-22
CGI_10006477,1.580058559,8.11166E-22
CGI_10022707,1.300814017,8.37275E-22
CGI_10026451,2.195051682,1.77192E-21
CGI_10008352,1.714707245,4.59772E-21
CGI_10022078,1.239684228,4.86586E-21
CGI_10021628,1.849082733,5.06473E-21
CGI_10011327,0.804657825,1.04584E-20
CGI_10000686,1.489890441,1.25845E-20
CGI_10022372,1.314626965,1.30478E-20
CGI_10015861,1.148012539,1.50583E-20
CGI_10020230,0.997335876,1.83524E-20
CGI_10019151,1.005675618,2.15013E-20
CGI_10008570,0.710080184,6.07373E-20
CGI_10026336,1.178498239,8.93895E-20
CGI_10005488,0.872490619,1.17904E-19
CGI_10012980,0.959829929,2.26456E-19
CGI_10021465,1.197848273,3.65638E-19
CGI_10009256,0.927391263,4.67994E-19
CGI_10002997,1.559657403,6.29502E-19
CGI_10007684,1.385453578,7.39195E-19
CGI_10018431,0.951912327,9.12458E-19
CGI_10006927,0.988415235,9.94026E-19
CGI_10007404,1.760964085,9.94026E-19
CGI_10004435,1.017557115,1.07084E-18
CGI_10012866,1.074328051,1.11531E-18
CGI_10024071,1.915780592,1.28818E-18
CGI_10015364,1.608970079,1.57838E-18
CGI_10017654,0.746742559,1.73473E-18
CGI_10008091,1.38627082,1.83693E-18
CGI_10011328,1.312508102,1.8449E-18
CGI_10017528,0.787285915,1.8449E-18
CGI_10017308,0.897180029,2.03161E-18
CGI_10027443,2.169579897,2.40926E-18
CGI_10005641,1.327685009,2.73464E-18
CGI_10024148,0.741323284,3.0022E-18
CGI_10004645,1.287974989,3.11097E-18
CGI_10012336,1.046537508,5.38942E-18
CGI_10015363,1.35279294,5.48629E-18
CGI_10008312,1.211605159,5.66281E-18
CGI_10005421,1.167359083,6.07499E-18
CGI_10013977,0.836157154,6.28326E-18
CGI_10003485,1.356020149,8.53372E-18
CGI_10002589,1.381120989,9.35289E-18
CGI_10013744,1.931857208,9.43552E-18
CGI_10002429,1.449960115,1.19335E-17
CGI_10020126,0.811045424,1.33227E-17
CGI_10003960,1.345470541,1.50922E-17
CGI_10011344,0.818852876,1.61536E-17
CGI_10027619,1.078614867,1.67831E-17
CGI_10010983,0.944970897,3.47209E-17
CGI_10005211,1.286933516,3.55458E-17
CGI_10019865,2.345629479,4.06395E-17
CGI_10024516,0.848698478,4.113E-17
CGI_10024293,0.74342824,4.26379E-17
CGI_10026748,1.164191167,4.46438E-17
CGI_10000462,1.509634458,5.53612E-17
CGI_10001114,1.107123187,5.76909E-17
CGI_10026818,0.757157073,8.62609E-17
CGI_10024627,1.245285354,8.67807E-17
CGI_10024072,1.639014014,1.12249E-16
CGI_10009560,0.78634994,1.16444E-16
CGI_10003845,1.289438678,1.18597E-16
CGI_10007774,0.734191809,1.29687E-16
CGI_10003651,0.82160393,1.55866E-16
CGI_10002196,0.976008765,1.70838E-16
CGI_10008659,1.156993783,2.66739E-16
CGI_10008854,0.911795538,3.19994E-16
CGI_10010123,1.145048353,3.28865E-16
CGI_10027674,0.821842532,3.32924E-16
CGI_10008092,1.20110729,4.00162E-16
CGI_10005580,0.779643063,4.05766E-16
CGI_10006414,1.353111818,5.11713E-16
CGI_10017375,1.616072489,5.15146E-16
CGI_10003697,0.800832114,5.29056E-16
CGI_10003219,1.339964544,5.55147E-16
CGI_10010393,1.477035616,6.38555E-16
CGI_10002951,1.135268369,6.88008E-16
CGI_10018734,1.073408189,9.06986E-16
CGI_10028611,1.17379026,1.10857E-15
CGI_10023239,0.879941543,1.11976E-15
CGI_10001869,1.12514422,1.25968E-15
CGI_10004062,2.24940767,1.26884E-15
CGI_10021567,0.6869163,1.28095E-15
CGI_10002519,0.765377748,1.28813E-15
CGI_10025374,0.871982751,2.51191E-15
CGI_10006478,1.727180994,2.68474E-15
CGI_10014140,1.822033004,3.05047E-15
CGI_10017905,0.925455276,3.22023E-15
CGI_10006046,0.914164476,4.44025E-15
CGI_10012965,0.743965598,5.69407E-15
CGI_10010771,1.21336695,6.25883E-15
CGI_10022211,1.287381712,6.87211E-15
CGI_10023477,1.171537024,7.59416E-15
CGI_10002459,0.684268597,1.17905E-14
CGI_10012483,1.040836161,1.25631E-14
CGI_10002381,1.310737665,1.48101E-14
CGI_10011088,0.799116154,1.61545E-14
CGI_10023427,0.732992385,1.63339E-14
CGI_10019733,0.71363156,1.75348E-14
CGI_10016395,0.899242354,1.87531E-14
CGI_10024295,1.132922399,1.87531E-14
CGI_10019647,1.745591371,2.43117E-14
CGI_10020206,0.69971957,2.49652E-14
CGI_10011104,0.919696617,3.03131E-14
CGI_10021883,0.980287695,5.13842E-14
CGI_10023890,1.511741316,5.69881E-14
CGI_10011953,1.495650058,5.89126E-14
CGI_10014404,0.942445111,5.94816E-14
CGI_10016937,1.124499359,6.12692E-14
CGI_10009795,1.37285807,7.76401E-14
CGI_10002396,1.172848169,9.68924E-14
CGI_10012983,0.843592306,1.11127E-13
CGI_10013607,1.033044888,1.1647E-13
CGI_10011415,0.950131057,1.19031E-13
CGI_10007070,0.788389386,1.30991E-13
CGI_10013980,1.1519899,1.31946E-13
CGI_10026230,0.816112316,1.37475E-13
CGI_10028641,1.006805206,1.50845E-13
CGI_10003770,1.120231672,1.53473E-13
CGI_10027280,1.132550056,1.60096E-13
CGI_10010765,0.829579188,1.72371E-13
CGI_10015198,1.074341727,1.8939E-13
CGI_10016698,0.881427874,2.05964E-13
CGI_10013903,1.23643065,2.19244E-13
CGI_10023949,1.073103227,2.28596E-13
CGI_10009722,0.808177498,2.29976E-13
CGI_10026216,1.473073295,2.39516E-13
CGI_10016164,0.829847356,2.45875E-13
CGI_10023961,0.772442905,2.74896E-13
CGI_10019672,1.325055344,2.82703E-13
CGI_10005590,0.924560898,2.83327E-13
CGI_10009150,1.570670867,4.34145E-13
CGI_10027546,0.890138858,5.50527E-13
CGI_10008013,0.883423767,5.57295E-13
CGI_10021627,1.365268425,5.71637E-13
CGI_10007171,1.023002225,6.22777E-13
CGI_10012322,0.813646764,7.16414E-13
CGI_10023426,0.840806307,7.34298E-13
CGI_10002994,0.915253901,7.48043E-13
CGI_10023032,1.830642616,1.22502E-12
CGI_10011308,1.504752191,1.37578E-12
CGI_10014689,0.936400444,1.38379E-12
CGI_10016288,0.653524016,1.43825E-12
CGI_10007413,2.065629373,1.58997E-12
CGI_10020470,1.299844615,1.60927E-12
CGI_10012323,0.819759488,1.75618E-12
CGI_10016514,1.359739827,1.81744E-12
CGI_10022061,1.972359875,2.10809E-12
CGI_10028038,1.195716699,2.14319E-12
CGI_10017070,0.765809977,2.17559E-12
CGI_10000466,1.240460745,2.23957E-12
CGI_10017757,1.982796145,2.55656E-12
CGI_10012786,0.722154517,2.75575E-12
CGI_10015706,1.182142897,2.87748E-12
CGI_10003408,0.679872438,2.92038E-12
CGI_10027275,1.071543741,2.92161E-12
CGI_10010404,0.914614891,3.39714E-12
CGI_10015738,0.64336467,3.63895E-12
CGI_10019671,1.137168127,3.8733E-12
CGI_10014254,0.971558162,4.33314E-12
CGI_10005109,1.02007483,4.71436E-12
CGI_10013190,0.647023075,5.04528E-12
CGI_10015771,1.7609729,5.12835E-12
CGI_10019170,0.872567065,5.47457E-12
CGI_10018151,1.398839363,5.55941E-12
CGI_10005487,0.771958071,5.96053E-12
CGI_10022051,1.885489356,5.97411E-12
CGI_10015085,0.884871198,6.04481E-12
CGI_10022374,1.415092929,7.08039E-12
CGI_10012106,1.724232734,7.27599E-12
CGI_10021893,0.96276441,7.79467E-12
CGI_10011220,1.910439029,7.97479E-12
CGI_10000793,1.183975049,1.06859E-11
CGI_10004711,0.928232418,1.17134E-11
CGI_10011251,1.059085029,1.24978E-11
CGI_10006540,0.619990501,1.26361E-11
CGI_10006926,0.838852302,1.36019E-11
CGI_10020878,1.430141641,1.47666E-11
CGI_10027910,0.96484251,1.48596E-11
CGI_10010968,1.496051661,1.5279E-11
CGI_10015439,0.867142418,1.85896E-11
CGI_10006087,1.638821183,2.34974E-11
CGI_10010477,1.254299563,2.39856E-11
CGI_10018874,0.834312604,2.41175E-11
CGI_10012335,0.817758483,2.54425E-11
CGI_10006756,1.616206786,2.56041E-11
CGI_10017655,0.778080675,2.56041E-11
CGI_10010969,1.035743574,3.67731E-11
CGI_10019869,1.342657125,3.87888E-11
CGI_10020835,1.034166734,3.93196E-11
CGI_10017716,0.713636897,4.36434E-11
CGI_10016513,0.954429361,4.46567E-11
CGI_10020647,0.691190193,4.49163E-11
CGI_10010920,0.912033283,4.57386E-11
CGI_10002837,1.69801668,4.64932E-11
CGI_10026096,1.123936744,5.12053E-11
CGI_10018420,1.014147055,5.24836E-11
CGI_10007960,0.739646917,6.15588E-11
CGI_10011514,0.850776106,6.65458E-11
CGI_10002791,1.76159483,6.8305E-11
CGI_10011967,1.188409252,7.64202E-11
CGI_10022974,1.202389015,7.72081E-11
CGI_10010566,0.810506398,8.88394E-11
CGI_10028244,1.182031002,9.44864E-11
CGI_10006155,0.742075787,1.03108E-10
CGI_10006542,1.286680302,1.12812E-10
CGI_10007800,0.857987401,1.23681E-10
CGI_10002038,0.672142773,1.34062E-10
CGI_10026732,0.678855231,1.34062E-10
CGI_10002102,1.088580002,1.4413E-10
CGI_10011908,0.828534225,1.52716E-10
CGI_10021701,0.732383439,1.56548E-10
CGI_10026040,1.814416667,1.56548E-10
CGI_10011188,0.624486099,1.75164E-10
CGI_10014403,0.815234581,1.80014E-10
CGI_10025092,1.424598708,1.80014E-10
CGI_10000756,1.200926552,1.83504E-10
CGI_10027623,0.93211458,2.20389E-10
CGI_10019657,1.457233928,2.40444E-10
CGI_10027624,0.914574227,3.7161E-10
CGI_10011417,1.145157158,3.91983E-10
CGI_10028750,0.523497487,4.03145E-10
CGI_10007430,0.775205227,4.11452E-10
CGI_10013525,0.556198254,4.61844E-10
CGI_10027077,0.741150532,5.22357E-10
CGI_10013531,0.832435824,5.38735E-10
CGI_10020836,0.626246665,5.51155E-10
CGI_10020341,0.648978429,5.53319E-10
CGI_10004025,0.979787935,5.71342E-10
CGI_10024910,0.920497824,5.87346E-10
CGI_10009454,0.675980266,5.92333E-10
CGI_10003021,0.709635834,5.94579E-10
CGI_10015707,1.071785402,6.58701E-10
CGI_10012760,0.946223723,7.63004E-10
CGI_10015263,1.045845144,9.85327E-10
CGI_10006557,0.716570713,9.89892E-10
CGI_10009725,0.827279002,9.89892E-10
CGI_10026577,0.822879021,1.00766E-09
CGI_10018400,1.25837046,1.12065E-09
CGI_10013429,1.26151447,1.22739E-09
CGI_10015737,0.738664961,1.43699E-09
CGI_10013530,0.618549955,1.56783E-09
CGI_10008507,0.720236847,2.34402E-09
CGI_10020303,0.511945246,3.06398E-09
CGI_10007169,0.797700092,3.22912E-09
CGI_10008963,0.618384041,3.8357E-09
CGI_10002491,0.839271416,4.05508E-09
CGI_10003183,1.230533359,4.52401E-09
CGI_10016266,0.761823963,4.79016E-09
CGI_10006904,0.835614416,5.31008E-09
CGI_10022798,1.211198627,5.44426E-09
CGI_10005614,0.696966376,5.50239E-09
CGI_10024451,0.957858036,5.50239E-09
CGI_10023174,0.718880477,5.67318E-09
CGI_10005813,0.570131095,5.74402E-09
CGI_10019222,1.269200124,5.86187E-09
CGI_10013745,1.392495769,6.13702E-09
CGI_10025470,0.857223373,6.62808E-09
CGI_10012697,0.878287203,7.83323E-09
CGI_10025716,0.7307159,7.85136E-09
CGI_10020563,0.565438545,8.64123E-09
CGI_10011338,0.553046248,9.38349E-09
CGI_10015814,0.725412793,9.73692E-09
CGI_10024070,1.689071618,9.78934E-09
CGI_10019898,1.6286497,9.81504E-09
CGI_10028638,1.330564634,9.94027E-09
CGI_10004457,0.617064976,1.01781E-08
CGI_10016379,1.506209276,1.15854E-08
CGI_10020091,1.055877665,1.25117E-08
CGI_10010738,-0.742902118,1.25387E-08
CGI_10003484,0.996216306,1.27544E-08
CGI_10019361,0.873802802,1.27802E-08
CGI_10023178,0.746031699,1.36224E-08
CGI_10027584,0.583921681,1.37925E-08
CGI_10003482,1.252529247,1.41418E-08
CGI_10027274,1.079247144,1.57696E-08
CGI_10005205,0.624810957,1.72458E-08
CGI_10003945,0.614325802,1.77128E-08
CGI_10006418,0.586305262,1.97101E-08
CGI_10002332,0.87012162,2.26681E-08
CGI_10024968,1.687341214,2.38348E-08
CGI_10022309,0.614896191,2.5254E-08
CGI_10005661,0.7290361,2.6548E-08
CGI_10025369,0.756015255,2.6548E-08
CGI_10010772,1.253519438,2.69528E-08
CGI_10000555,0.853909877,2.74885E-08
CGI_10008319,0.979634152,2.76257E-08
CGI_10016060,0.978655251,2.83774E-08
CGI_10023641,0.575170697,2.85482E-08
CGI_10003824,0.830080943,3.26569E-08
CGI_10009693,0.542687245,3.74546E-08
CGI_10005566,1.500870279,4.40867E-08
CGI_10011325,1.093456853,4.42822E-08
CGI_10007818,1.209379082,4.49248E-08
CGI_10008959,0.630540753,4.59574E-08
CGI_10023856,0.690894136,4.87457E-08
CGI_10003181,1.51940067,4.9468E-08
CGI_10009016,1.044234136,5.07684E-08
CGI_10028754,0.498408482,5.16822E-08
CGI_10026934,1.60583461,5.22653E-08
CGI_10009280,0.535311138,5.25994E-08
CGI_10017793,0.942835472,5.54584E-08
CGI_10016952,-1.017428724,5.64355E-08
CGI_10006311,1.067716976,5.65002E-08
CGI_10020253,1.173416444,5.79199E-08
CGI_10006026,0.604518371,5.98288E-08
CGI_10003254,1.28555773,6.11014E-08
CGI_10003352,0.705374004,6.17789E-08
CGI_10010748,0.884350896,6.17789E-08
CGI_10013532,0.888680013,6.52124E-08
CGI_10009550,1.436324425,6.92405E-08
CGI_10014536,1.595716342,7.0234E-08
CGI_10026075,1.463782104,7.78347E-08
CGI_10002330,0.702903194,7.89464E-08
CGI_10013661,1.009349301,7.94979E-08
CGI_10005106,0.589790326,8.05161E-08
CGI_10003343,1.054142494,8.51888E-08
CGI_10022696,0.68891886,8.5842E-08
CGI_10011846,0.886651295,9.34581E-08
CGI_10024725,0.796892082,9.61946E-08
CGI_10023158,1.287114341,1.07288E-07
CGI_10021277,0.712730176,1.1115E-07
CGI_10009042,1.288254884,1.18434E-07
CGI_10001875,0.526924732,1.31587E-07
CGI_10011414,0.890780991,1.43264E-07
CGI_10028122,0.736184609,1.4747E-07
CGI_10028747,0.672824257,1.51271E-07
CGI_10007759,0.547069882,1.52292E-07
CGI_10014099,0.916311268,1.53981E-07
CGI_10025773,1.22777685,1.53981E-07
CGI_10008652,0.83154104,1.54891E-07
CGI_10021698,0.824012599,1.59795E-07
CGI_10012076,0.539366115,1.60663E-07
CGI_10011506,1.266580382,1.63398E-07
CGI_10016058,1.21313931,1.70404E-07
CGI_10006857,0.706451969,1.73796E-07
CGI_10026034,0.810034625,1.79915E-07
CGI_10024077,0.58038753,1.81562E-07
CGI_10002320,0.977494005,1.90354E-07
CGI_10001978,0.719387355,1.98384E-07
CGI_10020963,0.927017931,1.99142E-07
CGI_10007172,0.92079948,2.04576E-07
CGI_10006104,0.599673488,2.0889E-07
CGI_10005155,0.841810394,2.11169E-07
CGI_10000626,1.442256645,2.15732E-07
CGI_10005365,1.41162197,2.50966E-07
CGI_10012145,1.061970206,2.91824E-07
CGI_10025826,0.728283509,3.05791E-07
CGI_10014107,0.576703955,3.12186E-07
CGI_10023569,0.586780785,3.15887E-07
CGI_10020283,0.652790167,3.16076E-07
CGI_10004717,0.578082847,3.59285E-07
CGI_10027620,0.483661966,3.75847E-07
CGI_10011215,1.572998155,3.76238E-07
CGI_10014100,0.794527098,3.7656E-07
CGI_10014558,0.760536084,3.93373E-07
CGI_10007836,0.71549989,3.98032E-07
CGI_10000795,0.992548365,4.08833E-07
CGI_10024571,1.025278695,4.44961E-07
CGI_10023629,1.027358607,4.5771E-07
CGI_10008696,0.827964677,4.72983E-07
CGI_10011544,1.222737906,4.73705E-07
CGI_10006829,1.172614457,4.759E-07
CGI_10012313,0.712572067,4.9108E-07
CGI_10006203,1.074907168,5.02944E-07
CGI_10013526,0.637527079,5.02944E-07
CGI_10015356,1.138672238,5.37032E-07
CGI_10022328,1.106289382,5.69647E-07
CGI_10017281,0.522139966,6.28159E-07
CGI_10016264,0.883506147,6.31223E-07
CGI_10013830,0.469291411,6.32077E-07
CGI_10011218,1.539045253,6.87803E-07
CGI_10018218,0.712562073,7.42612E-07
CGI_10006273,0.755818114,7.67897E-07
CGI_10026212,0.765464814,7.75546E-07
CGI_10020820,0.977516036,8.15948E-07
CGI_10026739,0.533525333,8.40725E-07
CGI_10014778,0.9095875,8.47085E-07
CGI_10013662,0.619374212,8.63248E-07
CGI_10019246,0.970108798,8.87329E-07
CGI_10026442,1.031407886,9.28011E-07
CGI_10013037,0.479047656,1.03472E-06
CGI_10005336,0.646976945,1.06401E-06
CGI_10015370,0.5357969,1.08901E-06
